apt_group,aliases,references
12,"apt-c-12, apt12, bluemushroom, dnscalc, dyncalc, ixeshe",https://bitofhex.com/2020/02/10/sapphire-mushroom-lnk-files/ | https://github.com/fireeye/iocs/tree/master/APT12 | https://otx.alienvault.com/pulse/5e447f6666b942ff1568cf2a | https://twitter.com/ccxsaber/status/1189017890927726593 | https://www.fireeye.com/blog/threat-research/2014/09/darwins-favorite-apt-group-2.html | https://www.virustotal.com/gui/file/a70d914bf690898d0737692735e99cea29741bb90360ba26e5c9cad9c59506b2/detection | https://www.virustotal.com/gui/ip-address/141.108.2.157/relations
17,"apt-c-17, apt17, blackcoffee, deputy dog",https://github.com/fireeye/iocs/blob/master/APT17/7b9e87c5-b619-4a13-b862-0145614d359a.ioc | https://www.fireeye.com/blog/threat-research/2015/05/hiding_in_plain_sigh.html | https://www.tgsoft.it/news/news_archivio.asp?id=1557&lang=eng | https://www.virustotal.com/gui/file/28808164363d221ceb9cc48f7d9dbff8ba3fc5c562f5bea9fa3176df5dd7a41e/detection | https://www.virustotal.com/gui/file/caeca1933efcd9ff28ac81663a304ee17bbcb8091d3f9450a62c291fec973af5/detection | https://www.virustotal.com/gui/file/de19e0163af15585c305f845b90262aee3c2bdf037f9fc733d3f1b379d00edd0/detection | https://x.com/VirITeXplorer/status/1811743669579370989
18,,https://github.com/fireeye/iocs/blob/master/APT18/0ae061d7-c624-4a84-8adf-00281b97797b.ioc | https://www.fireeye.com/blog/threat-research/2015/07/demonstrating_hustle.html (# APT18's campaign) | https://www.virustotal.com/gui/ip-address/137.175.4.132/relations | https://www.virustotal.com/gui/ip-address/223.25.233.248/relations
1877TEAM,,https://otx.alienvault.com/pulse/64524a56a61ad32b77d042d9
23,"AirdViper, apt-c-23, apt23, micropsia, pierogi","https://about.fb.com/news/2021/04/taking-action-against-hackers-in-palestine/ | https://about.fb.com/wp-content/uploads/2021/04/Technical-threat-report-Arid-Viper-April-2021.pdf | https://analyze.intezer.com/files/e32dcca3d5771823c83d017d30ed49dc05428f1024f8a619b50ffa8c4a7b4688 | https://blog.google/technology/safety-security/tool-of-first-resort-israel-hamas-war-in-cyber/ | https://blog.radware.com/security/2018/07/micropsia-malware/ | https://content.connect.symantec.com/sites/default/files/2018-08/APT-C-23%20IOCs.pdf (Appendix) | https://docs.google.com/document/d/1oYX3uN6KxIX_StzTH0s0yFNNoHDnV8VgmVqU5WoeErc (2018-07-27: APT-C-23 Infrastructure and Micropsia samples) | https://github.com/google/threat-team/blob/main/2024/2024-02-14-tool-of-first-resort-israel-hamas-war-cyber/indicators.csv | https://github.com/ti-research-io/ti/blob/main/ioc_extender/ET_APT-C-23_MICROPSIA_Variant.json | https://news.sophos.com/en-us/2021/11/23/android-apt-spyware-targeting-middle-east-victims-improves-its-capabilities/ | https://news.sophos.com/en-us/2021/11/23/android-apt-spyware-targeting-middle-east-victims-improves-its-capabilities/ | https://otx.alienvault.com/pulse/5db3616a90ebed5e230cb2d5 | https://otx.alienvault.com/pulse/5e451c74a860e7f82bef4bc6 | https://otx.alienvault.com/pulse/5e4a58ac2cf3129eb287becc | https://otx.alienvault.com/pulse/606cb1ee2db0eb990bdb1227 | https://otx.alienvault.com/pulse/619e54ddc69c917077b40a15 | https://otx.alienvault.com/pulse/624e973b333d4016a094cdf4 | https://pastebin.com/djxQAE08 | https://raw.githubusercontent.com/sophoslabs/IoCs/master/Android_C23-spyware.csv | https://research.checkpoint.com/2020/hamas-android-malware-on-idf-soldiers-this-is-how-it-happened/ | https://research.checkpoint.com/apt-attack-middle-east-big-bang/ | https://services.google.com/fh/files/misc/tool-of-first-resort-israel-hamas-war-cyber.pdf | https://team-cymru.com/blog/2020/12/16/mapping-out-aridviper-infrastructure-using-augurys-malware-addon/ | https://twitter.com/Arkbird_SOLG/status/1478366742757924868 | https://twitter.com/BaoshengbinCumt/status/1401841701501603840 | https://twitter.com/ClearskySec/status/1022767002925129730 | https://twitter.com/ClearskySec/status/1067109104492134400 | https://twitter.com/ClearskySec/status/1405169392602726406 | https://twitter.com/ClearskySec/status/984700415055925248 | https://twitter.com/IntezerLabs/status/1374020933132939271 | https://twitter.com/LukasStefanko/status/1316395809055944704 | https://twitter.com/LukasStefanko/status/1463290714339610628 | https://twitter.com/LukasStefanko/status/1488085149719879680 | https://twitter.com/P3pperP0tts/status/1142760589871259649 | https://twitter.com/RedDrip7/status/1365138723638177796 | https://twitter.com/RexorVc0/status/1642791282090078208 (# TwotailedScorpion, # TwinTailedScorpion) | https://twitter.com/ShadowChasing1/status/1314490418516508673 | https://twitter.com/ShadowChasing1/status/1314530949770559489 | https://twitter.com/ShadowChasing1/status/1316706683108782080 | https://twitter.com/ShadowChasing1/status/1318564724062130176 | https://twitter.com/ShadowChasing1/status/1329090011766038531 | https://twitter.com/ShadowChasing1/status/1358757750050754560 | https://twitter.com/ShadowChasing1/status/1359722828870787073 | https://twitter.com/ShadowChasing1/status/1374947562310995970 | https://twitter.com/ShadowChasing1/status/1424741904407687170 | https://twitter.com/Timele9527/status/1358750034389422080 | https://twitter.com/Timele9527/status/1399178504634134528 | https://twitter.com/Timele9527/status/1425640885811777542 | https://twitter.com/VK_Intel/status/1142498510845202440 | https://twitter.com/billyleonard/status/1757556382176313624 | https://twitter.com/bl4ckh0l3z/status/1357066148102221829 | https://twitter.com/bl4ckh0l3z/status/1360664043271426055 | https://twitter.com/bl4ckh0l3z/status/1478377750645854214 | https://twitter.com/blackorbird/status/1229245744109850624 | https://twitter.com/blackorbird/status/1385120225260015616 | https://twitter.com/fofabot/status/1753321293523677233 | https://twitter.com/jeFF0Falltrades/status/1132684186446438405 | https://twitter.com/k3yp0d/status/1462315310929825792 | https://twitter.com/k3yp0d/status/1518661754275966977 | https://twitter.com/k3yp0d/status/1521837692631326720 | https://twitter.com/malwrhunterteam/status/1314253545982525440 | https://twitter.com/malwrhunterteam/status/1316365476042338306 | https://twitter.com/malwrhunterteam/status/1354457854833549316 | https://twitter.com/malwrhunterteam/status/1356955845406449666 | https://twitter.com/malwrhunterteam/status/1463273630184443915 | https://twitter.com/malwrhunterteam/status/1478346806140579841 | https://twitter.com/malwrhunterteam/status/1486652178383228931 | https://twitter.com/malwrhunterteam/status/1499394673864888321 | https://twitter.com/malwrhunterteam/status/1518487313935917056 | https://twitter.com/malwrhunterteam/status/1575836523341021185 | https://twitter.com/malwrhunterteam/status/1575944932128215040 | https://twitter.com/malwrhunterteam/status/1604242205316628480 | https://twitter.com/midnight_comms/status/1478397479905284103 | https://twitter.com/midnight_comms/status/1604844450701664256 | https://unit42.paloaltonetworks.com/unit42-badpatch/ | https://unit42.paloaltonetworks.com/unit42-targeted-attacks-middle-east-using-kasperagent-micropsia/ | https://www.cadosecurity.com/post/threat-group-uses-voice-changing-software-in-espionage-attempt | https://www.ctfiot.com/106664.html (Chinese) | https://www.cybereason.com/blog/new-cyber-espionage-campaigns-targeting-palestinians-part-2-the-discovery-of-the-new-mysterious-pierogi-backdoor | https://www.cybereason.com/blog/new-malware-arsenal-abusing-cloud-platforms-in-middle-east-espionage-campaign | https://www.cybereason.com/blog/operation-bearded-barbie-apt-c-23-campaign-targeting-israeli-officials | https://www.cybereason.com/hubfs/dam/collateral/reports/Molerats-in-the-Cloud-New-Malware-Arsenal-Abuses-Cloud-Platforms-in-Middle-East-Espionage-Campaign.pdf | https://www.fortinet.com/blog/threat-research/badpatch-campaign-uses-python-malware.html | https://www.symantec.com/blogs/expert-perspectives/ongoing-android-malware-campaign-targets-palestinians-part-1 | https://www.symantec.com/blogs/expert-perspectives/ongoing-android-malware-campaign-targets-palestinians-part-2 | https://www.virustotal.com/gui/file/0d65b9671e51baf64e1389649c94f2a9c33547bfe1f5411e12c16ae2f2f463dd/detection | https://www.virustotal.com/gui/file/144ba7c6090acbd2bc35411a815ccf801fd49abc5dde327b03f207ed868cdd6e/detection | https://www.virustotal.com/gui/file/2b70045d4878a20b8fca568c0b3414f2d255f3b2a7dfed85c84cf88d1b2f4e74/detection | https://www.virustotal.com/gui/file/2d03ff4e5d4d72afffd9bde9225fe03d6dc941982d6f3a0bbd14076a6c890247/detection | https://www.virustotal.com/gui/file/32eb4f92c8e82d3f401078725115d0604f9283ff8d9a088e7afbc150e08df295/detection | https://www.virustotal.com/gui/file/33442300d37af4b5f1dcfbefab206907e2c67d3105e065e493a1916543c6b0b3/detection | https://www.virustotal.com/gui/file/33ae5c96f8589cc8bcd2f5152ba360ca61f93ef406369966e69428989583a14e | https://www.virustotal.com/gui/file/345b706ead4b917138c8e8aff0ca5526ee7738f67c19e0d9b2ab5487c90cf547/detection | https://www.virustotal.com/gui/file/3da95f33b6feb5dcc86d15e2a31e211e031efa2e96792ce9c459b6b769ffd6a4/detection | https://www.virustotal.com/gui/file/49f368a61f5fbd49742b561786507a39a1d7594fa55b426288f90de0f448fb6c/detection | https://www.virustotal.com/gui/file/4a76f91cc38b97b61205f1a239bcde896a4c46b080fac5ae3cea718e92c651b2/detection | https://www.virustotal.com/gui/file/5322543a3c5abd01a7853f061beeccb98296bc2e537f29d2368123967f13f336/detection | https://www.virustotal.com/gui/file/53545abc493e3628fe352bb4d4baf72975bcf1dc25b834a8222680493dd2094c/detection | https://www.virustotal.com/gui/file/57fb9daf70417c3cbe390ac44979437c33802a049f7ab2d0e9b69f53763028c5/detection | https://www.virustotal.com/gui/file/649977c22c82c200e9fb9771982e682e684ba7f686bf470c9b65151484a0c519/detection | https://www.virustotal.com/gui/file/64abffeb33862252249348b59a53acc515e14499d697717a19abf0e656ba4214/detection | https://www.virustotal.com/gui/file/682b58cad9e815196b7d7ccf04ab7383a9bbf1f74e65679e6c708f2219b8692b/detection | https://www.virustotal.com/gui/file/7b9087d91a31d03dd2c235d8debf8ed10f4b82c430a236d159e06e7fb47464a9/detection | https://www.virustotal.com/gui/file/7e261941e31547484d098e611eabc2b682a1b4b1e140f2ba96fbb596c398d9bb | https://www.virustotal.com/gui/file/7ecf4ac13b237925e9903ae7a1c287c3269315dba8e67c8171cb9dd6f148628e/detection | https://www.virustotal.com/gui/file/8076707a45bc7868c3555eeeddfd60eb17b13d9243acdbf4d6c439e137a37e12/detection | https://www.virustotal.com/gui/file/823bf27b1e559d6607f5224ab99de1c83bb5d36e2ed0e6644d551e94ec45d248/detection | https://www.virustotal.com/gui/file/87d005570aee7c6d503a8c065faa0897fac2c3a37144667883cf6bb6081f12b7/detection | https://www.virustotal.com/gui/file/8c63a7d1f7d24ce40dcb751ac066d27ed19e0d3ee3f0071ea5984ab204c765f6/detection | https://www.virustotal.com/gui/file/9a513ccf750527a2e24fb1b69d98f871bc265a21213a052b9bcec3ffb9546e4c/detection | https://www.virustotal.com/gui/file/9e8f02051b24719f3f3382ebefeea17fcadf989f3cf155a81b25eaafe1a2d102/detection | https://www.virustotal.com/gui/file/a8ca778c5852ae05344ac60b01ad7f43bb21bd8aa709ea1bb03d23bde3146885/detection | https://www.virustotal.com/gui/file/aa507bbe5d2a32f6e1e3f311c1baf93fd4707def8596083f26683e85972f5ac0/detection | https://www.virustotal.com/gui/file/b6ed0833d4a19d2eca5f6f856c595d5329532ff116163047ed4e3a27c9f8bd69/detection | https://www.virustotal.com/gui/file/c156d20045c3ca27bbe9258122e47f2a11e500480ba512a415ec88a953152ddf/detection | https://www.virustotal.com/gui/file/c9d7b5d06cd8ab1a01bf0c5bf41ef2a388e41b4c66b1728494f86ed255a95d48/detection | https://www.virustotal.com/gui/file/d095f39823656a99b7bd7d9ad132d5aabbf59862a86253ce067329a491590d13/detection | https://www.virustotal.com/gui/file/d2724090e873775aeb0eb0e12c2d65ac43a7e6e608fdc4f3d74fa79ca85e468f/detection | https://www.virustotal.com/gui/file/d82e23359a756affdadc194b0a4271bf8a05c1a5755185567a4595bed6bd8106/detection | https://www.virustotal.com/gui/file/db1c2482063299ba5b1d5001a4e69e59f6cc91b64d24135c296ec194b2cab57a/detection | https://www.virustotal.com/gui/file/e25ee5b4ddc1337a3b9cd11ac8c00cbcd4a61c3c3013d34a067977d4e6b2deea | https://www.virustotal.com/gui/file/e32dcca3d5771823c83d017d30ed49dc05428f1024f8a619b50ffa8c4a7b4688/detection | https://www.virustotal.com/gui/file/ee7e5bd5254fff480f2b39bfc9dc17ccdad0b208ba59c010add52aee5187ed7f/detection | https://www.virustotal.com/gui/file/ee98fd4db0b153832b1d64d4fea1af86aff152758fe6b19d01438bc9940f2516/detection | https://www.virustotal.com/gui/file/f15a22d2bdfa42d2297bd03c43413b36849f78b55360f2ad013493912b13378a/detection | https://www.virustotal.com/gui/file/f2f36a72cfb25cef74ff0ea8e3ad1c49c6dc3e128fd60a2717f4c5a225e20df2/detection | https://www.virustotal.com/gui/file/f323a150d7597f46d29eb3a3c56f74e11d18caf164f9176c8c1b2fa0031cc729/detection | https://www.virustotal.com/gui/file/fc791db30fd5ddc58b9fcb2b2a41ed7d5c5d83b70e5527ec6020b1c590dcd86f/detection | https://www.virustotal.com/gui/ip-address/198.54.116.130/relations | https://www.virustotal.com/gui/ip-address/198.54.117.211/relations | https://www.virustotal.com/gui/ip-address/64.225.91.73/relations | https://www.virustotal.com/gui/ip-address/68.65.121.44/relations | https://www.welivesecurity.com/2020/09/30/aptc23-group-evolves-its-android-spyware/ | https://x.com/k3yp0d/status/1836894621559050460"
27,"apt 27, apt27, bronze union, cycldek, emissary panda, emissary panda, goblin panda, group 35, iron tiger, luckymouse, temp.hippo, tg-3390, threat group 3390, ziptoken","https://app.any.run/tasks/949f2624-505c-4f10-a304-1671492f9a22/ | https://blog.eclecticiq.com/chinese-state-sponsored-cyber-espionage-activity-targeting-semiconductor-industry-in-east-asia | https://blogs.quickheal.com/apt-27-like-newcore-rat-virut-exploiting-mysql-targeted-attacks-enterprise/ | https://cofense.com/blog/open-source-gh0st-rat-still-haunting-inboxes-15-years-after-release/ | https://docs.google.com/document/d/1oYX3uN6KxIX_StzTH0s0yFNNoHDnV8VgmVqU5WoeErc (2018-06-21: EmissaryPanda waterhole in Mongolia's president and parliament websites) | https://marcoramilli.com/2020/03/19/is-apt27-abusing-covid-19-to-attack-people/ | https://medium.com/@Sebdraven/gobelin-panda-against-the-bears-1f462d00e3a4 | https://medium.com/@Sebdraven/goblin-panda-changes-the-dropper-and-reused-the-old-infrastructure-a35915f3e37a | https://medium.com/@Sebdraven/goblin-panda-continues-to-target-vietnam-bc2f0f56dcd6 | https://medium.com/@Sebdraven/malicious-document-targets-vietnamese-officials-acb3b9d8b80a | https://medium.com/@Sebdraven/rtf-royal-road-drops-a-new-backdoor-mfc-and-links-with-goblin-panda-90db06f80611 | https://meltx0r.github.io/tech/2019/09/19/emissary-panda-apt.html | https://otx.alienvault.com/pulse/5ccabe9589bea41847a35a0f | https://otx.alienvault.com/pulse/5da9dc215c51c8a86a2d19f1 | https://otx.alienvault.com/pulse/5e734d45158714422bc4e774 | https://otx.alienvault.com/pulse/5f43f48c0712b9c5245d4824 | https://otx.alienvault.com/pulse/5fd1090b830e4fba81b06cef | https://otx.alienvault.com/pulse/606dd51193fe95bf9552902e | https://otx.alienvault.com/pulse/607094697706cc521d0f0788 | https://otx.alienvault.com/pulse/6399f1943fb578ccb093a7b7 | https://otx.alienvault.com/pulse/63ff5a60ca3dccd68551ba17 | https://otx.alienvault.com/pulse/6448506f7a10b2c157ec8fc4 | https://securelist.com/cycldek-bridging-the-air-gap/97157/ | https://securelist.com/luckymouse-ndisproxy-driver/87914/ | https://securelist.com/the-leap-of-a-cycldek-related-threat-actor/101243/ | https://securelist.ru/luckymouse-hits-national-data-center/90213/ | https://twitter.com/BushidoToken/status/1577605361930063876 | https://twitter.com/JAMESWT_MHT/status/1476105632751267840 | https://twitter.com/MeltX0R/status/1175309376493629440 | https://twitter.com/MeltX0R/status/1179800013150527488 | https://twitter.com/Vishnyak0v/status/1287308019336990720 (# HyperBro backdoor) | https://twitter.com/_marklech_/status/1268138088167018498 | https://twitter.com/autumn_good_35/status/1486296569641340930 | https://twitter.com/felixaime/status/1698741466619838510 | https://twitter.com/pancak3lullz/status/1286021877375303682 | https://twitter.com/pancak3lullz/status/1286027620740726785 | https://unit42.paloaltonetworks.com/emissary-panda-attacks-middle-east-government-sharepoint-servers/ | https://www.secureworks.com/research/a-peek-into-bronze-unions-toolbox | https://www.trendmicro.com/content/dam/trendmicro/global/en/research/22/h/iron-tiger-compromises-chat-application-mimi,-targets-windows,-mac,-and-linux-users/IOCs-IronTiger-compromises-chat-application-mimi-targets-windows-mac-linux-users.txt | https://www.trendmicro.com/en_us/research/21/d/iron-tiger-apt-updates-toolkit-with-evolved-sysupdate-malware-va.html | https://www.trendmicro.com/en_us/research/22/h/irontiger-compromises-chat-app-Mimi-targets-windows-mac-linux-users.html | https://www.trendmicro.com/en_us/research/22/l/probing-weaponized-chat-applications-abused-in-supply-chain-atta.html | https://www.trendmicro.com/en_us/research/23/c/iron-tiger-sysupdate-adds-linux-targeting.html | https://www.verfassungsschutz.de/SharedDocs/publikationen/DE/cyberabwehr/2022-01-bfv-cyber-brief.pdf (German) | https://www.virustotal.com/graph/embed/gdc80667c54cc46cba1038b34efa40a737bb9468fc9f34febb618e19227758d81 | https://www.virustotal.com/gui/file/051400edf4aae2a1041743c1b12740a9e03cf51b6f9491e7e08138640dcd0db6/detection | https://www.virustotal.com/gui/file/074edd82af9bbfd98dd0da167f3712cf5cb3569f66bf308bd5f44b50634ac065/detection | https://www.virustotal.com/gui/file/07aa739fa4942cfd68d4a075568456797f11ae34db5cd56f88d80185bc1d7a29/detection | https://www.virustotal.com/gui/file/094f0713e788800496344035e388efce5bb176102ecb705443de0045ae6c2dfc/detection | https://www.virustotal.com/gui/file/12e1f50d7c9cf546c90545588bc369fa90e03f2370883e7befd87e4d50ebf0df/detection | https://www.virustotal.com/gui/file/29741e60dca8a68021be35525a6b46533d6da1735c8cd91281bc244c89810860/detection | https://www.virustotal.com/gui/file/3443bb895444c1c7fa0beab54f93a79083cd2b5f09dfb4889d7d31fcf00a6330/detection | https://www.virustotal.com/gui/file/36fad80a5f328f487b20a3f5fc5f1902d50cbb1bd9167c44b66929a1288fc6f4/detection | https://www.virustotal.com/gui/file/6784171c7bfabec50350f3a9042df871f4c2ec635133fa000ffa7079a3f2908a/detection | https://www.virustotal.com/gui/file/6e3c3045bb9d0db4817ad0441ee3c95b8fe3e087388d1ceefb9ebbd2608aef16/detection | https://www.virustotal.com/gui/file/7201e604359019b484f6a6ac4d8cba55e413df36e46b90af1e4de6718613fa0a/detection | https://www.virustotal.com/gui/file/788bd34d3c5d12b9767f8ac5587f1970597c47fb06713a6070d430a593bb4945/detection | https://www.virustotal.com/gui/file/96e38c55174bf287fe0c21a4d8fa633a252d526bc57cd1b042c473816edb0fbf/detection | https://www.virustotal.com/gui/file/99cc8ee3a385c767e25ebaf2dcaefdc8c091150c1a7dadbda6b08356c34bb889/detection | https://www.virustotal.com/gui/file/9dcf1501177b898785315d1f3024cd8371da1c77401c0075aa2421bd5b056740/detection | https://www.virustotal.com/gui/file/9f7f7b98342621e106def4e55e98fc10c99fbf7e785257e603ded5cef7b099fb/detection | https://www.virustotal.com/gui/file/ce226bd1f53819d6654caf04a7bb4141479f01f9225ac6fba49248920e57cb25/detection | https://www.virustotal.com/gui/file/db4497090a94d0189aa3c3f4fcee30d5381453ec5aa38962e2ca971074b74e8b/detection | https://www.virustotal.com/gui/file/ee66ebcbe872def8373a4e5ea23f14181ea04759ea83f01d2e8ff45d60c65e51/detection | https://www.virustotal.com/gui/ip-address/8.219.76.37/relations | https://www.virustotal.com/gui/ip-address/91.218.113.17/relations | https://x.com/TuringAlex/status/1977626210609049683 | https://x.com/skocherhan/status/1942043295292481785"
30,,"https://media.kasperskycontenthub.com/wp-content/uploads/sites/43/2015/05/20081935/rpt-apt30.pdf | https://twitter.com/3XS0/status/1253426730217291778 (# Lecna/BACKSPACE, NETEAGLE) | https://twitter.com/Vishnyak0v/status/1252495730486456321 | https://www.ptsecurity.com/ww-en/analytics/pt-esc-threat-intelligence/eagle-eye-is-back-apt30/ | https://www.virustotal.com/gui/ip-address/103.233.10.152/relations"
33,,https://app.any.run/tasks/c761d00f-4897-4c9e-8468-9172fcce21d7/ | https://blog.telsy.com/meeting-powerband-the-apt33-net-powerton-variant/ | https://blog.trendmicro.com/trendlabs-security-intelligence/more-than-a-dozen-obfuscated-apt33-botnets-used-for-extreme-narrow-targeting/ | https://go.recordedfuture.com/hubfs/reports/cta-2019-0626.pdf | https://hyas.com/news/hunting-apt33-campaign-infrastructure/ | https://otx.alienvault.com/pulse/5d13cf4759eec0125b9d8ffa | https://otx.alienvault.com/pulse/5d85272acd389e89e743368c | https://otx.alienvault.com/pulse/5dcc25f17c401b08b33d3d84 | https://otx.alienvault.com/pulse/5dcd22740cea7974f1e9927b | https://otx.alienvault.com/pulse/5e4430d06ed4c78cf4aa7872 | https://shadowdragon.io/blog/additional-insights-into-iranian-cyber-espionage-apt33-2/ | https://thehackernews.com/2023/12/microsoft-warns-of-new-falsefont.html | https://twitter.com/CTI_Marc/status/1194573048625729536 | https://twitter.com/ClearskySec/status/1059532789572386817 | https://twitter.com/ClearskySec/status/1059532946045050883 | https://twitter.com/ClearskySec/status/1142749950998171648 | https://twitter.com/MsftSecIntel/status/1737895710169628824 | https://twitter.com/MsftSecIntel/status/1737895717870440609 | https://twitter.com/Sam1rSQS/status/1206552916959662080 | https://twitter.com/ShadowChasing1/status/1275042060207132672 | https://twitter.com/banthisguy9349/status/1759984117003719061 | https://twitter.com/kyleehmke/status/1293498254009815040 | https://twitter.com/kyleehmke/status/1304444869809758210 | https://twitter.com/kyleehmke/status/1304444870979919872 | https://unit42.paloaltonetworks.com/curious-serpens-falsefont-backdoor/ | https://www.fireeye.com/blog/threat-research/2017/09/apt33-insights-into-iranian-cyber-espionage.html | https://www.virustotal.com/gui/file/e7b992f95b3908579d026f22c237ad5ff7663c9886b520f15cc3e27ef90dcbb1/detection
